date,cash_rate,scrape_date
2025-06-01,3.83,2025-06-17
2025-07-01,3.68,2025-06-17
2025-08-01,3.5,2025-06-17
2025-09-01,3.42,2025-06-17
2025-10-01,3.31,2025-06-17
2025-11-01,3.16,2025-06-17
2025-12-01,3.1,2025-06-17
2026-01-01,3.08,2025-06-17
2026-02-01,3.02,2025-06-17
2026-03-01,3.0,2025-06-17
2026-04-01,2.98,2025-06-17
2026-05-01,2.97,2025-06-17
2026-06-01,2.97,2025-06-17
2026-07-01,2.97,2025-06-17
2026-08-01,2.98,2025-06-17
2026-09-01,2.98,2025-06-17
2026-10-01,3.0,2025-06-17
2026-11-01,3.02,2025-06-17
