date,cash_rate,scrape_date
2025-09-01,3.59,2025-09-23
2025-10-01,3.58,2025-09-23
2025-11-01,3.42,2025-09-23
2025-12-01,3.35,2025-09-23
2026-01-01,3.34,2025-09-23
2026-02-01,3.23,2025-09-23
2026-03-01,3.22,2025-09-23
2026-04-01,3.19,2025-09-23
2026-05-01,3.14,2025-09-23
2026-06-01,3.14,2025-09-23
2026-07-01,3.12,2025-09-23
2026-08-01,3.12,2025-09-23
2026-09-01,3.12,2025-09-23
2026-10-01,3.13,2025-09-23
2026-11-01,3.14,2025-09-23
2026-12-01,3.14,2025-09-23
2027-01-01,3.14,2025-09-23
2027-02-01,3.16,2025-09-23
