date,cash_rate,scrape_date
2025-09-01,3.58,2025-09-03
2025-10-01,3.56,2025-09-03
2025-11-01,3.39,2025-09-03
2025-12-01,3.33,2025-09-03
2026-01-01,3.31,2025-09-03
2026-02-01,3.23,2025-09-03
2026-03-01,3.22,2025-09-03
2026-04-01,3.2,2025-09-03
2026-05-01,3.16,2025-09-03
2026-06-01,3.15,2025-09-03
2026-07-01,3.14,2025-09-03
2026-08-01,3.14,2025-09-03
2026-09-01,3.14,2025-09-03
2026-10-01,3.16,2025-09-03
2026-11-01,3.17,2025-09-03
2026-12-01,3.17,2025-09-03
2027-01-01,3.18,2025-09-03
2027-02-01,3.19,2025-09-03
