date,cash_rate,scrape_date
2024-04-01,4.31,2024-04-10
2024-05-01,4.3,2024-04-10
2024-06-01,4.28,2024-04-10
2024-07-01,4.27,2024-04-10
2024-08-01,4.21,2024-04-10
2024-09-01,4.19,2024-04-10
2024-10-01,4.14,2024-04-10
2024-11-01,4.06,2024-04-10
2024-12-01,4,2024-04-10
2025-01-01,3.97,2024-04-10
2025-02-01,3.91,2024-04-10
2025-03-01,3.87,2024-04-10
2025-04-01,3.83,2024-04-10
2025-05-01,3.79,2024-04-10
2025-06-01,3.75,2024-04-10
2025-07-01,3.73,2024-04-10
2025-08-01,3.69,2024-04-10
2025-09-01,3.67,2024-04-10
