date,cash_rate,scrape_date
2023-12-01,4.31,2023-12-11
2024-01-01,4.31,2023-12-11
2024-02-01,4.34,2023-12-11
2024-03-01,4.33,2023-12-11
2024-04-01,4.33,2023-12-11
2024-05-01,4.28,2023-12-11
2024-06-01,4.27,2023-12-11
2024-07-01,4.23,2023-12-11
2024-08-01,4.19,2023-12-11
2024-09-01,4.17,2023-12-11
2024-10-01,4.13,2023-12-11
2024-11-01,4.08,2023-12-11
2024-12-01,4.03,2023-12-11
2025-01-01,4.02,2023-12-11
2025-02-01,3.97,2023-12-11
2025-03-01,3.95,2023-12-11
2025-04-01,3.92,2023-12-11
2025-05-01,3.89,2023-12-11
