date,cash_rate,scrape_date
2024-06-01,4.32,2024-06-24
2024-07-01,4.32,2024-06-24
2024-08-01,4.36,2024-06-24
2024-09-01,4.36,2024-06-24
2024-10-01,4.36,2024-06-24
2024-11-01,4.33,2024-06-24
2024-12-01,4.3,2024-06-24
2025-01-01,4.29,2024-06-24
2025-02-01,4.27,2024-06-24
2025-03-01,4.22,2024-06-24
2025-04-01,4.16,2024-06-24
2025-05-01,4.13,2024-06-24
2025-06-01,4.09,2024-06-24
2025-07-01,4.06,2024-06-24
2025-08-01,4.01,2024-06-24
2025-09-01,3.99,2024-06-24
2025-10-01,3.94,2024-06-24
2025-11-01,3.91,2024-06-24
