date,cash_rate,scrape_date
2025-05-01,4.0,2025-05-21
2025-06-01,3.83,2025-05-21
2025-07-01,3.72,2025-05-21
2025-08-01,3.53,2025-05-21
2025-09-01,3.44,2025-05-21
2025-10-01,3.35,2025-05-21
2025-11-01,3.22,2025-05-21
2025-12-01,3.16,2025-05-21
2026-01-01,3.14,2025-05-21
2026-02-01,3.09,2025-05-21
2026-03-01,3.08,2025-05-21
2026-04-01,3.06,2025-05-21
2026-05-01,3.06,2025-05-21
2026-06-01,3.06,2025-05-21
2026-07-01,3.06,2025-05-21
2026-08-01,3.07,2025-05-21
2026-09-01,3.08,2025-05-21
2026-10-01,3.09,2025-05-21
