date,cash_rate,scrape_date
2025-06-01,3.83,2025-06-10
2025-07-01,3.69,2025-06-10
2025-08-01,3.51,2025-06-10
2025-09-01,3.42,2025-06-10
2025-10-01,3.33,2025-06-10
2025-11-01,3.19,2025-06-10
2025-12-01,3.11,2025-06-10
2026-01-01,3.08,2025-06-10
2026-02-01,3.01,2025-06-10
2026-03-01,2.99,2025-06-10
2026-04-01,2.97,2025-06-10
2026-05-01,2.96,2025-06-10
2026-06-01,2.96,2025-06-10
2026-07-01,2.96,2025-06-10
2026-08-01,2.97,2025-06-10
2026-09-01,2.97,2025-06-10
2026-10-01,2.98,2025-06-10
2026-11-01,3.0,2025-06-10
