date,cash_rate,scrape_date
2024-02-01,4.31,2024-02-19
2024-03-01,4.31,2024-02-19
2024-04-01,4.3,2024-02-19
2024-05-01,4.26,2024-02-19
2024-06-01,4.24,2024-02-19
2024-07-01,4.2,2024-02-19
2024-08-01,4.15,2024-02-19
2024-09-01,4.12,2024-02-19
2024-10-01,4.07,2024-02-19
2024-11-01,4,2024-02-19
2024-12-01,3.95,2024-02-19
2025-01-01,3.94,2024-02-19
2025-02-01,3.88,2024-02-19
2025-03-01,3.85,2024-02-19
2025-04-01,3.82,2024-02-19
2025-05-01,3.78,2024-02-19
2025-06-01,3.76,2024-02-19
2025-07-01,3.73,2024-02-19
