date,cash_rate,scrape_date
2023-10-01,4.06,2023-10-09
2023-11-01,4.11,2023-10-09
2023-12-01,4.14,2023-10-09
2024-01-01,4.14,2023-10-09
2024-02-01,4.18,2023-10-09
2024-03-01,4.19,2023-10-09
2024-04-01,4.19,2023-10-09
2024-05-01,4.2,2023-10-09
2024-06-01,4.2,2023-10-09
2024-07-01,4.2,2023-10-09
2024-08-01,4.18,2023-10-09
2024-09-01,4.17,2023-10-09
2024-10-01,4.14,2023-10-09
2024-11-01,4.11,2023-10-09
2024-12-01,4.08,2023-10-09
2025-01-01,4.06,2023-10-09
2025-02-01,4.03,2023-10-09
2025-03-01,4.01,2023-10-09
