date,cash_rate,scrape_date
2026-09-01,4.35,2026-09-03
2026-10-01,4.5,2026-09-03
2026-11-01,4.61,2026-09-03
2026-12-01,4.64,2026-09-03
2027-01-01,4.66,2026-09-03
2027-02-01,4.69,2026-09-03
2027-03-01,4.72,2026-09-03
2027-04-01,4.72,2026-09-03
2027-05-01,4.73,2026-09-03
2027-06-01,4.73,2026-09-03
2027-07-01,4.73,2026-09-03
2027-08-01,4.73,2026-09-03
2027-09-01,4.72,2026-09-03
2027-10-01,4.71,2026-09-03
2027-11-01,4.69,2026-09-03
2027-12-01,4.67,2026-09-03
2028-01-01,4.66,2026-09-03
2028-02-01,4.62,2026-09-03
