date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-13
2024-10-01,4.33,2024-09-13
2024-11-01,4.27,2024-09-13
2024-12-01,4.17,2024-09-13
2025-01-01,4.12,2024-09-13
2025-02-01,4.04,2024-09-13
2025-03-01,3.9,2024-09-13
2025-04-01,3.67,2024-09-13
2025-05-01,3.58,2024-09-13
2025-06-01,3.42,2024-09-13
2025-07-01,3.36,2024-09-13
2025-08-01,3.29,2024-09-13
2025-09-01,3.25,2024-09-13
2025-10-01,3.19,2024-09-13
2025-11-01,3.15,2024-09-13
2025-12-01,3.11,2024-09-13
2026-01-01,3.11,2024-09-13
2026-02-01,3.07,2024-09-13
