date,cash_rate,scrape_date
2025-09-01,3.58,2025-09-02
2025-10-01,3.54,2025-09-02
2025-11-01,3.36,2025-09-02
2025-12-01,3.29,2025-09-02
2026-01-01,3.28,2025-09-02
2026-02-01,3.17,2025-09-02
2026-03-01,3.15,2025-09-02
2026-04-01,3.14,2025-09-02
2026-05-01,3.09,2025-09-02
2026-06-01,3.08,2025-09-02
2026-07-01,3.08,2025-09-02
2026-08-01,3.08,2025-09-02
2026-09-01,3.08,2025-09-02
2026-10-01,3.08,2025-09-02
2026-11-01,3.09,2025-09-02
2026-12-01,3.09,2025-09-02
2027-01-01,3.1,2025-09-02
2027-02-01,3.12,2025-09-02
