date,cash_rate,scrape_date
2025-12-01,3.59,2025-12-17
2026-01-01,3.6,2025-12-17
2026-02-01,3.68,2025-12-17
2026-03-01,3.7,2025-12-17
2026-04-01,3.7,2025-12-17
2026-05-01,3.79,2025-12-17
2026-06-01,3.82,2025-12-17
2026-07-01,3.83,2025-12-17
2026-08-01,3.9,2025-12-17
2026-09-01,3.93,2025-12-17
2026-10-01,3.95,2025-12-17
2026-11-01,3.98,2025-12-17
2026-12-01,4.0,2025-12-17
2027-01-01,4.0,2025-12-17
2027-02-01,4.02,2025-12-17
2027-03-01,4.03,2025-12-17
2027-04-01,4.03,2025-12-17
2027-05-01,4.03,2025-12-17
