date,cash_rate,scrape_date
2026-01-01,3.59,2026-01-08
2026-02-01,3.66,2026-01-08
2026-03-01,3.67,2026-01-08
2026-04-01,3.69,2026-01-08
2026-05-01,3.77,2026-01-08
2026-06-01,3.8,2026-01-08
2026-07-01,3.81,2026-01-08
2026-08-01,3.87,2026-01-08
2026-09-01,3.89,2026-01-08
2026-10-01,3.9,2026-01-08
2026-11-01,3.93,2026-01-08
2026-12-01,3.94,2026-01-08
2027-01-01,3.94,2026-01-08
2027-02-01,3.95,2026-01-08
2027-03-01,3.95,2026-01-08
2027-04-01,3.96,2026-01-08
2027-05-01,3.97,2026-01-08
2027-06-01,3.97,2026-01-08
