date,cash_rate,scrape_date
2026-02-01,3.82,2026-02-23
2026-03-01,3.86,2026-02-23
2026-04-01,3.88,2026-02-23
2026-05-01,4.03,2026-02-23
2026-06-01,4.06,2026-02-23
2026-07-01,4.08,2026-02-23
2026-08-01,4.14,2026-02-23
2026-09-01,4.18,2026-02-23
2026-10-01,4.19,2026-02-23
2026-11-01,4.21,2026-02-23
2026-12-01,4.2,2026-02-23
2027-01-01,4.2,2026-02-23
2027-02-01,4.19,2026-02-23
2027-03-01,4.19,2026-02-23
2027-04-01,4.17,2026-02-23
2027-05-01,4.16,2026-02-23
2027-06-01,4.16,2026-02-23
2027-07-01,4.15,2026-02-23
