date,cash_rate,scrape_date
2024-07-01,4.33,2024-07-09
2024-08-01,4.39,2024-07-09
2024-09-01,4.41,2024-07-09
2024-10-01,4.42,2024-07-09
2024-11-01,4.45,2024-07-09
2024-12-01,4.44,2024-07-09
2025-01-01,4.44,2024-07-09
2025-02-01,4.42,2024-07-09
2025-03-01,4.39,2024-07-09
2025-04-01,4.35,2024-07-09
2025-05-01,4.32,2024-07-09
2025-06-01,4.28,2024-07-09
2025-07-01,4.25,2024-07-09
2025-08-01,4.19,2024-07-09
2025-09-01,4.17,2024-07-09
2025-10-01,4.12,2024-07-09
2025-11-01,4.08,2024-07-09
2025-12-01,4.05,2024-07-09
