date,cash_rate,scrape_date
2024-11-01,4.33,2024-11-06
2024-12-01,4.32,2024-11-06
2025-01-01,4.31,2024-11-06
2025-02-01,4.28,2024-11-06
2025-03-01,4.22,2024-11-06
2025-04-01,4.19,2024-11-06
2025-05-01,4.14,2024-11-06
2025-06-01,4.09,2024-11-06
2025-07-01,4.06,2024-11-06
2025-08-01,4.01,2024-11-06
2025-09-01,3.97,2024-11-06
2025-10-01,3.95,2024-11-06
2025-11-01,3.92,2024-11-06
2025-12-01,3.89,2024-11-06
2026-01-01,3.87,2024-11-06
2026-02-01,3.84,2024-11-06
2026-03-01,3.83,2024-11-06
2026-04-01,3.81,2024-11-06
