date,cash_rate,scrape_date
2025-12-01,3.59,2025-12-02
2026-01-01,3.59,2025-12-02
2026-02-01,3.59,2025-12-02
2026-03-01,3.59,2025-12-02
2026-04-01,3.59,2025-12-02
2026-05-01,3.62,2025-12-02
2026-06-01,3.64,2025-12-02
2026-07-01,3.64,2025-12-02
2026-08-01,3.67,2025-12-02
2026-09-01,3.69,2025-12-02
2026-10-01,3.7,2025-12-02
2026-11-01,3.73,2025-12-02
2026-12-01,3.75,2025-12-02
2027-01-01,3.75,2025-12-02
2027-02-01,3.77,2025-12-02
2027-03-01,3.78,2025-12-02
2027-04-01,3.79,2025-12-02
2027-05-01,3.81,2025-12-02
