date,cash_rate,scrape_date
2025-11-01,3.58,2025-10-31
2025-12-01,3.56,2025-10-31
2026-01-01,3.56,2025-10-31
2026-02-01,3.48,2025-10-31
2026-03-01,3.45,2025-10-31
2026-04-01,3.43,2025-10-31
2026-05-01,3.38,2025-10-31
2026-06-01,3.36,2025-10-31
2026-07-01,3.36,2025-10-31
2026-08-01,3.34,2025-10-31
2026-09-01,3.35,2025-10-31
2026-10-01,3.35,2025-10-31
2026-11-01,3.36,2025-10-31
2026-12-01,3.36,2025-10-31
2027-01-01,3.37,2025-10-31
2027-02-01,3.39,2025-10-31
2027-03-01,3.39,2025-10-31
